song_name,artist,genre,popularity,release_date,music_link,track_id,image
Wasting All These Tears,Austin Snell,country,3,2023-10-17,https://open.spotify.com/track/3yfciTLC2OcCkqYfX1T8RJ,3yfciTLC2OcCkqYfX1T8RJ,https://i.scdn.co/image/ab67616d0000b273c6094b2857bede7b7fe9998d
Time Machines (Studio A Session),Walker County,country,11,2022-11-11,https://open.spotify.com/track/2Ma2bb199oyT3UKgovgJ5H,2Ma2bb199oyT3UKgovgJ5H,https://i.scdn.co/image/ab67616d0000b2738d4def3cb36197ce397e6892
Middle Of America (feat. American Aquarium),Hailey Whitters,country,2,2022-07-04,https://open.spotify.com/track/1tDL75Gie6W3Lw8bek3p29,1tDL75Gie6W3Lw8bek3p29,https://i.scdn.co/image/ab67616d0000b273719aa61d0ec45549e099246e
Saw III,Kream,rap,14,2022-06-17,https://open.spotify.com/track/6RdMaWYlULEpOtOpeg1ZZ2,6RdMaWYlULEpOtOpeg1ZZ2,https://i.scdn.co/image/ab67616d0000b2734106597b257dadb77859932a
Headlock,Lil Wayne,rap,39,2021-10-01,https://open.spotify.com/track/7aEyRTJPEITFrtuq648Mzp,7aEyRTJPEITFrtuq648Mzp,https://i.scdn.co/image/ab67616d0000b27398d1486777ffe90167ebc5b4
Tiempo,Townix,rap,31,2023-05-05,https://open.spotify.com/track/0cv9ozWDDEnAzfsiJyOgNB,0cv9ozWDDEnAzfsiJyOgNB,https://i.scdn.co/image/ab67616d0000b273ac2e8c9d9ddabd2ff202c942
Kjapt,nvm.kenny,rap,3,2022-02-04,https://open.spotify.com/track/2973IEk5sSNXhNM0gbxeie,2973IEk5sSNXhNM0gbxeie,https://i.scdn.co/image/ab67616d0000b2732d7fda9247aa459f137bf830
ghost in the vein,convolk,rap,27,2021-03-14,https://open.spotify.com/track/0LuwL4uwedsnTrPoz9oxl1,0LuwL4uwedsnTrPoz9oxl1,https://i.scdn.co/image/ab67616d0000b273a61c7fbb82b8ef304121abb2
Nicht kommen sehen,Swiss & Die Andern,rap,35,2020-05-01,https://open.spotify.com/track/1mqqGFCpsPrkbTFekJuH64,1mqqGFCpsPrkbTFekJuH64,https://i.scdn.co/image/ab67616d0000b273e3b60ce247410b41bba53d45
Sous-côté,Nirmou,rap,25,2021-06-11,https://open.spotify.com/track/7CQWIgNptpQTRn9xXzhUx9,7CQWIgNptpQTRn9xXzhUx9,https://i.scdn.co/image/ab67616d0000b2737ce870168ce0ae7d0f401efd
Real Mexicana,Hispana,rap,16,2022-04-08,https://open.spotify.com/track/7ylqnDFUwjDxgHgQ8mar7C,7ylqnDFUwjDxgHgQ8mar7C,https://i.scdn.co/image/ab67616d0000b2738a6800c9f3ed84bcfd8f5356
Bata De,LXSH,rap,20,2023-03-30,https://open.spotify.com/track/3Iw9eZ6t2yih7zjf13csuM,3Iw9eZ6t2yih7zjf13csuM,https://i.scdn.co/image/ab67616d0000b2731b706bbdda832bdc3f2264a0
THAT TIME I GOT REINCARNATED AS A NERDCORE RAPPER (Skit),Breeton Boi,rap,4,2021-12-16,https://open.spotify.com/track/2iViBcOPLIn0zusMZBo9im,2iViBcOPLIn0zusMZBo9im,https://i.scdn.co/image/ab67616d0000b2730c9193bced44fe558b95c576
Super Gremlin,Kodak Black,rap,1,2023-02-18,https://open.spotify.com/track/5OutaPZR9wu6ANkFE5uU2Q,5OutaPZR9wu6ANkFE5uU2Q,https://i.scdn.co/image/ab67616d0000b273e099bb385c1996415d652024
Ostatnia nadzieja,Głowa PMM,rap,10,2022-02-25,https://open.spotify.com/track/7E9FmoYuEU03jZ4c0lWoft,7E9FmoYuEU03jZ4c0lWoft,https://i.scdn.co/image/ab67616d0000b2730884b01ba8ef177940b6fa5e
Återvändsgränd,Daniela Rathana,rap,0,2023-10-11,https://open.spotify.com/track/2M0rwYUa2fLHxqDNZ7jEw1,2M0rwYUa2fLHxqDNZ7jEw1,https://i.scdn.co/image/ab67616d0000b27333377d9ed9ccb63306649e8f
Perreito,Mariah Angeliq,rap,0,2023-09-22,https://open.spotify.com/track/0JYhUGvMKM7XmHH1zMxklA,0JYhUGvMKM7XmHH1zMxklA,https://i.scdn.co/image/ab67616d0000b27360ab440707d7a8c488ede0d3
PIRATE BRODOWN,Big Gay,rap,21,2021-10-30,https://open.spotify.com/track/0cv6YsZi3Zr5hNIvhpIQHB,0cv6YsZi3Zr5hNIvhpIQHB,https://i.scdn.co/image/ab67616d0000b2738a0b62cdb8c15fc1afef7a50
Here Am I,JR Writer,rap,4,2021-10-28,https://open.spotify.com/track/2ebR4SAMzhjfjZuqhqxbrA,2ebR4SAMzhjfjZuqhqxbrA,https://i.scdn.co/image/ab67616d0000b2730e49fe3ca7de2c905373dd29
Questions,Mathias.,rap,8,2021-11-19,https://open.spotify.com/track/4KoMBzawJpD6fSxNFPk5oO,4KoMBzawJpD6fSxNFPk5oO,https://i.scdn.co/image/ab67616d0000b273f940950c70296c0080a94c7b
Going Bad,Meek Mill,rap,3,2022-06-17,https://open.spotify.com/track/2suFH1XzQsSwQXilGMe629,2suFH1XzQsSwQXilGMe629,https://i.scdn.co/image/ab67616d0000b2736b22b24302e97d06c3bf8b86
OPPS,Blvd Bizz,rap,20,2021-02-27,https://open.spotify.com/track/3sGO1VGwkPaVYIB5Vbz7kT,3sGO1VGwkPaVYIB5Vbz7kT,https://i.scdn.co/image/ab67616d0000b2730bc098f0c6ef7a85850eee94
Killing The Rats,Kodak Black,rap,23,2021-10-14,https://open.spotify.com/track/1j3hiXzx3mkzhaBhDLQ89T,1j3hiXzx3mkzhaBhDLQ89T,https://i.scdn.co/image/ab67616d0000b27336781a3899a2e4884633d395
Borrachos(El beliko),comando 21 de la plebe MEX,rap,1,2020-12-14,https://open.spotify.com/track/4UefC1yR5xdoafcaC7yeBV,4UefC1yR5xdoafcaC7yeBV,https://i.scdn.co/image/ab67616d0000b2735315a82b50f020be5b95a133
Bandolero,Pekeño 77,rap,14,2021-09-03,https://open.spotify.com/track/58GhQBfhLbcnVDUu5jdWfq,58GhQBfhLbcnVDUu5jdWfq,https://i.scdn.co/image/ab67616d0000b2737cd283d52f5d8f05694a3a82
reiwa freestyle,Moment Joon,rap,0,2020-02-28,https://open.spotify.com/track/7oJYnh4XYk5KtZO09H1X0y,7oJYnh4XYk5KtZO09H1X0y,https://i.scdn.co/image/ab67616d0000b273cb50864430a552ddf5304a7a
Picture Me Rollin',Killswitch,rap,1,2021-01-29,https://open.spotify.com/track/6NpoVpQru9z5clpvOpY3my,6NpoVpQru9z5clpvOpY3my,https://i.scdn.co/image/ab67616d0000b27396542bd0940c16ae31c429fa
Sem Desistir,Sonhador Rap Motivação,rap,10,2020-11-21,https://open.spotify.com/track/6PMsVwIL49xhpE1ZmRQQDq,6PMsVwIL49xhpE1ZmRQQDq,https://i.scdn.co/image/ab67616d0000b27342bff3f7d6ce0415a1d720f0
Polos Opuestos,Kevin El Autorizado,rap,5,2023-06-15,https://open.spotify.com/track/2wOZZHrRKe0NUfThmQsJTK,2wOZZHrRKe0NUfThmQsJTK,https://i.scdn.co/image/ab67616d0000b273b0b522797577c85fa862fd76
Hola Que Tal,Zafiro Rap,rap,23,2020-07-15,https://open.spotify.com/track/3vXBMvbCOdYqrYkLlq5dSd,3vXBMvbCOdYqrYkLlq5dSd,https://i.scdn.co/image/ab67616d0000b2734f7214832b6d2be7ace36b58
Hoy Me Vuelvo Solo - Chef Cheeza Remix,Latex Diamond,rap,1,2021-12-21,https://open.spotify.com/track/55sVxRtMxeiawQpsI3FZN6,55sVxRtMxeiawQpsI3FZN6,https://i.scdn.co/image/ab67616d0000b2732765b9520421b53f5a698141
DADDY ISCH ANDERST,L Loko,rap,26,2024-02-02,https://open.spotify.com/track/6EgS4881D14FXe5pvsTxZW,6EgS4881D14FXe5pvsTxZW,https://i.scdn.co/image/ab67616d0000b273644a93d6f9a942e7fa069135
DAWASALKAPOT,Nag,rap,15,2024-03-10,https://open.spotify.com/track/3LKZ32UWypedOMIaygl1Hq,3LKZ32UWypedOMIaygl1Hq,https://i.scdn.co/image/ab67616d0000b273af5e8d0d66d7eac5b22f365b
Ten Toes Down,SickMinded Criminals,rap,0,2022-03-17,https://open.spotify.com/track/1hILJeHwuV5WOGYaJh5688,1hILJeHwuV5WOGYaJh5688,https://i.scdn.co/image/ab67616d0000b273bddbd2465f0be95079449b46
Rouler #GZSC,Gros Mo,rap,11,2020-02-28,https://open.spotify.com/track/1kKITaYbt5SQBnrbatoJBM,1kKITaYbt5SQBnrbatoJBM,https://i.scdn.co/image/ab67616d0000b273ad002c440699a40e09a8164e
Till The Wheels Fall Off (feat. Lil Durk & Capella Grey),Chris Brown,rap,42,2022-07-08,https://open.spotify.com/track/6d4nagVvGdvMEq1Ngg5PPb,6d4nagVvGdvMEq1Ngg5PPb,https://i.scdn.co/image/ab67616d0000b27318d0121ff57f0b9dfbe84b54
roll.,Kenneth Brother,rap,2,2022-10-28,https://open.spotify.com/track/14yxZCnc7fziw7abY9rnZo,14yxZCnc7fziw7abY9rnZo,https://i.scdn.co/image/ab67616d0000b273b6dca524caee583b64d17206
Groove,Miły ATZ,rap,15,2022-02-16,https://open.spotify.com/track/48zNt2xbx4w8qCRGuqS9ix,48zNt2xbx4w8qCRGuqS9ix,https://i.scdn.co/image/ab67616d0000b273502df1185cee3e3769c50bfc
Distract Them So I Can Run,GREAF,rap,14,2023-03-31,https://open.spotify.com/track/1SW9mTR1ihA887f5W7LMzd,1SW9mTR1ihA887f5W7LMzd,https://i.scdn.co/image/ab67616d0000b2734b38fd65feb016559628b9d9
PAPARAZZI,NEGAPHONE,rap,2,2020-12-05,https://open.spotify.com/track/2CbD1eGBOD0P0OICnEkMze,2CbD1eGBOD0P0OICnEkMze,https://i.scdn.co/image/ab67616d0000b2738a07f52899aff826c6dc3c2f
de rien pour la douceur,Wallace Cleaver,rap,44,2023-06-16,https://open.spotify.com/track/1tD3Uy4iKK6FVBdeSk6ZYX,1tD3Uy4iKK6FVBdeSk6ZYX,https://i.scdn.co/image/ab67616d0000b273de28aea81ea634589f80c8ae
Without Me,Eminem,rap,44,2022-05-26,https://open.spotify.com/track/2w3ZAK00v15FMnJpyFN4GY,2w3ZAK00v15FMnJpyFN4GY,https://i.scdn.co/image/ab67616d0000b273a18291a1854b9b6371ff9663
U Got Sum 4 Me?,Andre Nickatina,rap,7,2020-04-03,https://open.spotify.com/track/6unTNsW7S8rfb6R6W8ifdF,6unTNsW7S8rfb6R6W8ifdF,https://i.scdn.co/image/ab67616d0000b273f2137ebe8479919a814d46b2
Omega 2,La Guerrilla Musick,rap,5,2024-01-19,https://open.spotify.com/track/2CL3JOFVDpZwJVBpQ3HLjz,2CL3JOFVDpZwJVBpQ3HLjz,https://i.scdn.co/image/ab67616d0000b273ef01b29436b158d703dc00f7
Badman,Pacoo,rap,0,2023-03-01,https://open.spotify.com/track/24CufFMLXAUNNN2vR1sxCR,24CufFMLXAUNNN2vR1sxCR,https://i.scdn.co/image/ab67616d0000b2730721bee231f80c16e6372671
Estado de Emergência,Nikotina Kf,rap,6,2022-05-11,https://open.spotify.com/track/4QxV1zrWigslNfm4uNhRes,4QxV1zrWigslNfm4uNhRes,https://i.scdn.co/image/ab67616d0000b273ee2ee2146e903da4395a0ae6
"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO,rap,47,2020-07-19,https://open.spotify.com/track/4LxFRsy3TZjqAtAgIsjkez,4LxFRsy3TZjqAtAgIsjkez,https://i.scdn.co/image/ab67616d0000b2732fe16d7a9e1b0f74b37ff6d1
Run Wit It,King K.O,rap,6,2022-03-10,https://open.spotify.com/track/2dc9dVc4bmZns11fhjOTLa,2dc9dVc4bmZns11fhjOTLa,https://i.scdn.co/image/ab67616d0000b273c4516752d5aaff673044224f
L'intro,8ruki,rap,19,2020-11-10,https://open.spotify.com/track/7gWB71Jqm9eipDNI0hcwX0,7gWB71Jqm9eipDNI0hcwX0,https://i.scdn.co/image/ab67616d0000b2739982a24e1895b5018965e6c3
Sen faser nada,PAULIÑA,rap,0,2024-03-22,https://open.spotify.com/track/5zPsexge4kiZeyu0SepVnL,5zPsexge4kiZeyu0SepVnL,https://i.scdn.co/image/ab67616d0000b2731463cc4fab5066b0bc0a4d83
The Real You (Slowed) [feat. YH],Danny G,rap,0,2023-06-30,https://open.spotify.com/track/6B8l3Px0c34vvLXQiWrFmi,6B8l3Px0c34vvLXQiWrFmi,https://i.scdn.co/image/ab67616d0000b27394795d95b9d30156dd30da13
MAMACITA - Amiros Remix,Black Eyed Peas,rap,13,2020-06-17,https://open.spotify.com/track/0cQdF7WiXS4HkpcJGU6Es4,0cQdF7WiXS4HkpcJGU6Es4,https://i.scdn.co/image/ab67616d0000b273a9732fceaa589706cf33b843
Kapit Lang,Nazty Kidd,rap,7,2022-08-01,https://open.spotify.com/track/06pNgUMzJ7nB17AAzezWXn,06pNgUMzJ7nB17AAzezWXn,https://i.scdn.co/image/ab67616d0000b273432091839d0fafb276bc98fe
Sintomas de prazer,LUDMILLA,r-n-b,9,2023-08-26,https://open.spotify.com/track/2Bwt6G8OQ6CjjahyFFg27Q,2Bwt6G8OQ6CjjahyFFg27Q,https://i.scdn.co/image/ab67616d0000b273e73d5c582c93aa1ab386b0c8
Poison,Bell Biv DeVoe,r-n-b,1,2022-06-06,https://open.spotify.com/track/7nhaWLYhOa1yE4pMqIxcJs,7nhaWLYhOa1yE4pMqIxcJs,https://i.scdn.co/image/ab67616d0000b2735996bc260fea5a88ba6ab508
Maldito Vicio,Rayito Colombiano,r-n-b,0,2023-06-30,https://open.spotify.com/track/5Clqezgd0oWrWizqjHy5h0,5Clqezgd0oWrWizqjHy5h0,https://i.scdn.co/image/ab67616d0000b273b12bc996d7dff8e144870e33
Ven,Los Dandys,r-n-b,0,2021-08-27,https://open.spotify.com/track/3DCT0qwPQSnaA3gRcYRbQ6,3DCT0qwPQSnaA3gRcYRbQ6,https://i.scdn.co/image/ab67616d0000b273493c49e8826e923e7cb35b20
Yo Se Cuando Miente,Espinoza Paz,r-n-b,42,2023-06-15,https://open.spotify.com/track/5l0DvSZ4nFtPoAgb05qW8v,5l0DvSZ4nFtPoAgb05qW8v,https://i.scdn.co/image/ab67616d0000b273a0f3c80b462798f0fa99dd73
Arruda no Boom Bap,Lado Sujo da Frequência,r-n-b,1,2022-12-07,https://open.spotify.com/track/4YVcqklNZsco2T4YW9Ph2q,4YVcqklNZsco2T4YW9Ph2q,https://i.scdn.co/image/ab67616d0000b273506f613345094326e477e90c
Steer,Tweet,r-n-b,0,2021-05-14,https://open.spotify.com/track/0FQuwT1F8cIC3r8LgBFKVi,0FQuwT1F8cIC3r8LgBFKVi,https://i.scdn.co/image/ab67616d0000b2734c9af23d7ceb60f0628c0696
Sleigh Ride,The Ronettes,r-n-b,0,2022-09-16,https://open.spotify.com/track/4ZzVBhRh9P5YJfUEgdxUgV,4ZzVBhRh9P5YJfUEgdxUgV,https://i.scdn.co/image/ab67616d0000b273cef92b6de720b711d0940e3b
Said It’s Lit,22Gz,r-n-b,0,2023-03-03,https://open.spotify.com/track/6CBy7P5TsmdxDQ4czLTsua,6CBy7P5TsmdxDQ4czLTsua,https://i.scdn.co/image/ab67616d0000b27302dfa7533a1bba5351304bdc
Unwrap You at Christmas,The Monkees,r-n-b,0,2022-10-01,https://open.spotify.com/track/0BEIJ4S2Jj3yNSimox5olJ,0BEIJ4S2Jj3yNSimox5olJ,https://i.scdn.co/image/ab67616d0000b273cc870ea42738b8698a875751
Aurora Redux - Redux,Slow Crush,r-n-b,5,2020-07-24,https://open.spotify.com/track/6PnkcOpMvIXTFnNCOLwJlj,6PnkcOpMvIXTFnNCOLwJlj,https://i.scdn.co/image/ab67616d0000b2731a50ab8f26cee909598acc1c
Bailando,Grupo Bryndis,r-n-b,49,2024-01-19,https://open.spotify.com/track/7u9sBmRyQrKdewaT4YxHtm,7u9sBmRyQrKdewaT4YxHtm,https://i.scdn.co/image/ab67616d0000b273c249a463af6b14acc0925c9d
Tell Me Who,Big Maybelle,r-n-b,0,2023-01-20,https://open.spotify.com/track/6AyQf6zztQsQxPosCLT7Gw,6AyQf6zztQsQxPosCLT7Gw,https://i.scdn.co/image/ab67616d0000b273fb9d063bbc5370a3f25d7c98
Dream Girl Evil,Florence + The Machine,r-n-b,0,2023-04-25,https://open.spotify.com/track/0gAIm7TXPCiARUiqUligFY,0gAIm7TXPCiARUiqUligFY,https://i.scdn.co/image/ab67616d0000b273a9e92374ce69f7ace02a38fe
Envolver,Anitta,r-n-b,0,2023-07-21,https://open.spotify.com/track/2m4lBWUOZIkY8S8T3IpUTA,2m4lBWUOZIkY8S8T3IpUTA,https://i.scdn.co/image/ab67616d0000b273e96a0521df3f4e63aa7b4e00
O Passageiro,Capital Inicial,r-n-b,24,2022-11-11,https://open.spotify.com/track/7d7StExcEA3xplJG3nBS9f,7d7StExcEA3xplJG3nBS9f,https://i.scdn.co/image/ab67616d0000b273aaa1cb4e28baf640b38a5d5b
Grease - 2006 Remaster,Frankie Valli,r-n-b,14,2022-06-24,https://open.spotify.com/track/4psHDDgcdrupZJE2bZIeVF,4psHDDgcdrupZJE2bZIeVF,https://i.scdn.co/image/ab67616d0000b273b636d6cef7463e8785bdef36
The Shoop Shoop Song (It's in His Kiss),Betty Everett,r-n-b,26,2021-06-04,https://open.spotify.com/track/2XkeJhP5uiPCJTEQZCQejz,2XkeJhP5uiPCJTEQZCQejz,https://i.scdn.co/image/ab67616d0000b273973b2e65464cb44354b97d59
Just Can't Quit You - Live,Cuby & The Blizzards,r-n-b,3,2021-09-03,https://open.spotify.com/track/66pwLiqL6sQQgpc9qOZ4wk,66pwLiqL6sQQgpc9qOZ4wk,https://i.scdn.co/image/ab67616d0000b2738d56e5ee6fc0053b96d8c6f4
Comigo ninguém tira onda,Charlie Brown Jr.,r-n-b,6,2021-07-29,https://open.spotify.com/track/44LhRrVS1EqjyRiAprGqXG,44LhRrVS1EqjyRiAprGqXG,https://i.scdn.co/image/ab67616d0000b2738750df482bd34d333a511eab
Open up the Red Box,Simply Red,r-n-b,1,2020-11-06,https://open.spotify.com/track/7z9sNOBYMWVzEKWlghaERx,7z9sNOBYMWVzEKWlghaERx,https://i.scdn.co/image/ab67616d0000b2738d20da40168ab2550110b041
5-10-15 Hours,Ruth Brown,r-n-b,0,2021-04-09,https://open.spotify.com/track/7tdTlDJzb80ztRN9n44pU6,7tdTlDJzb80ztRN9n44pU6,https://i.scdn.co/image/ab67616d0000b273d6cd25b727f6db664d70d307
Talk Through the Night - Mystery Jets Disco Biscuit Remix,D.I.D,r-n-b,0,2020-04-10,https://open.spotify.com/track/1rLCUxRQe8bYzqbnsHdA0C,1rLCUxRQe8bYzqbnsHdA0C,https://i.scdn.co/image/ab67616d0000b273c8ed61f4c302046eba24bb55
Lost Anyways (Rozzi Version),whatever mike,r-n-b,14,2023-05-12,https://open.spotify.com/track/38sGh4NJfuffD2Xl0PBSpV,38sGh4NJfuffD2Xl0PBSpV,https://i.scdn.co/image/ab67616d0000b2731ec2ed1298c56239701956ea
Las Llaves De Mi Alma - Remasterizado 2022,La Mafia,r-n-b,0,2022-08-05,https://open.spotify.com/track/1DlRpSBrb7I6j7VoMNJi8u,1DlRpSBrb7I6j7VoMNJi8u,https://i.scdn.co/image/ab67616d0000b273f3ade248390c369da529323e
Tipo Um Dragão,Takr,r-n-b,3,2021-10-07,https://open.spotify.com/track/6UMBoGdPx2hNveRL99mkJu,6UMBoGdPx2hNveRL99mkJu,https://i.scdn.co/image/ab67616d0000b273977873115870c7e42b98b309
Bitters for Bitters,Diggs Duke,r-n-b,0,2023-11-24,https://open.spotify.com/track/46qUFrXVfH6WIZqZ3RRyz0,46qUFrXVfH6WIZqZ3RRyz0,https://i.scdn.co/image/ab67616d0000b273ece082fc7cd59af1592d2daa
Amor Maior,Jota Quest,r-n-b,0,2020-08-28,https://open.spotify.com/track/7yef4BWE8pxDBXOLhBDhns,7yef4BWE8pxDBXOLhBDhns,https://i.scdn.co/image/ab67616d0000b273add9b1c20625536642004958
"Put Your Body In It - 12"" Version",Stephanie Mills,r-n-b,1,2022-10-07,https://open.spotify.com/track/0pH4y3ZBO4NDM8Fy6Y1spk,0pH4y3ZBO4NDM8Fy6Y1spk,https://i.scdn.co/image/ab67616d0000b273d515fe7a56358f69d49d2e4d
Struggle No More,Anthony Hamilton,r-n-b,0,2022-05-06,https://open.spotify.com/track/6LVdtjzHluKTI898cLPiOv,6LVdtjzHluKTI898cLPiOv,https://i.scdn.co/image/ab67616d0000b273e3fe13de89a830f60424ec6b
Give Love On Christmas Day,Johnny Gill,r-n-b,2,2020-12-18,https://open.spotify.com/track/1XXrBT6nYYNtMMiTClD9lu,1XXrBT6nYYNtMMiTClD9lu,https://i.scdn.co/image/ab67616d0000b27313a7b62891e9aea0c3902a8b
Miçanga,BaianaSystem,r-n-b,52,2020-01-24,https://open.spotify.com/track/7yqGQh8ullxqsv30ASaEgE,7yqGQh8ullxqsv30ASaEgE,https://i.scdn.co/image/ab67616d0000b273f1db06f70c6b5d415449a7af
Destination Zero,Buzzcocks,r-n-b,6,2020-02-14,https://open.spotify.com/track/42y4wFDq9IqydxeW829omE,42y4wFDq9IqydxeW829omE,https://i.scdn.co/image/ab67616d0000b273816709a0deba21744706c98f
Rooted by justdust,Moldragon,r-n-b,0,2023-11-01,https://open.spotify.com/track/2ZSHMPSINLO3x2OmKHksiq,2ZSHMPSINLO3x2OmKHksiq,https://i.scdn.co/image/ab67616d0000b27375598218c364d830f18d2db3
Wicked Somebody,Ogranya,r-n-b,20,2020-03-27,https://open.spotify.com/track/7C4B2HESrQL1qXYouNs3qh,7C4B2HESrQL1qXYouNs3qh,https://i.scdn.co/image/ab67616d0000b273de8f8d85bdf35304dc9bfe29
Fireflies and Fairydust,Andrew Marlin,r-n-b,30,2021-02-05,https://open.spotify.com/track/7q8V6O7Jny9Pc76HDTwgSR,7q8V6O7Jny9Pc76HDTwgSR,https://i.scdn.co/image/ab67616d0000b273a20b4113bdd7b30e0a84bc81
Stop Rockin' That Train,Ivory Joe Hunter,r-n-b,0,2023-03-01,https://open.spotify.com/track/0USdKdXgrSwLOvtzNMXBdN,0USdKdXgrSwLOvtzNMXBdN,https://i.scdn.co/image/ab67616d0000b2733b5cf6f1a0f3aec6c8168ce6
You'll Never Walk Alone,Gerry & The Pacemakers,r-n-b,0,2021-03-05,https://open.spotify.com/track/7tukjAuNB6zIhfqpyO4TQl,7tukjAuNB6zIhfqpyO4TQl,https://i.scdn.co/image/ab67616d0000b273526a38dc46dd641541a685be
"Love Games - 7"" Version",Level 42,r-n-b,17,2022-06-17,https://open.spotify.com/track/2dU0dGUVjiQABLNXqXZvna,2dU0dGUVjiQABLNXqXZvna,https://i.scdn.co/image/ab67616d0000b27316c118330ed85d76874e9594
Lambada Eletrônica,Dj Fabio No Beat,r-n-b,2,2022-08-27,https://open.spotify.com/track/7g0cd6FLWvbdTwVE6WepbM,7g0cd6FLWvbdTwVE6WepbM,https://i.scdn.co/image/ab67616d0000b273116235848b84cea860472e44
Pianinho - Ao Vivo,Esteban Tavares,r-n-b,8,2023-03-17,https://open.spotify.com/track/0nnwMiTFnbdBrAZkDnYvmR,0nnwMiTFnbdBrAZkDnYvmR,https://i.scdn.co/image/ab67616d0000b2737e34a7bd81a7ec8d037fa024
Gyutaro (Lua Superior 6),MHRAP,r-n-b,35,2023-06-02,https://open.spotify.com/track/1kv7yoCvsFm6jvnOLGtl2n,1kv7yoCvsFm6jvnOLGtl2n,https://i.scdn.co/image/ab67616d0000b27342b4a6c8addbbf7c8faa0c03
"6 Deep (feat. West Philly Freck, CRIMEAPPLE, Rigz & Big Ooh)",Duffel Bag Hottie,r-n-b,1,2022-10-21,https://open.spotify.com/track/6h5pUqGnJNLojGtcXgtN8f,6h5pUqGnJNLojGtcXgtN8f,https://i.scdn.co/image/ab67616d0000b273fff25b3d9fa0fcec69538684
Hunger,Florence + The Machine,r-n-b,38,2023-08-10,https://open.spotify.com/track/5P7KPtpmfHM1s832bHIS5L,5P7KPtpmfHM1s832bHIS5L,https://i.scdn.co/image/ab67616d0000b273cc9b49f7ef3b5d7ed2cf3565
Optimystical - Instrumental,Shafiq Husayn,r-n-b,1,2020-02-07,https://open.spotify.com/track/3CsK9EqtdwFMj7xXE6WGyM,3CsK9EqtdwFMj7xXE6WGyM,https://i.scdn.co/image/ab67616d0000b273c08c93564d098f848b0ffa2e
Apes of God,Sepultura,r-n-b,14,2021-07-16,https://open.spotify.com/track/7vDRcULZq644L9TjrSEzRd,7vDRcULZq644L9TjrSEzRd,https://i.scdn.co/image/ab67616d0000b2739f6326faa00411be1e82a2a8
777 - Instrumental,Butcher Brown,r-n-b,15,2022-12-09,https://open.spotify.com/track/4o17HBq72ZTpdFU359zgPU,4o17HBq72ZTpdFU359zgPU,https://i.scdn.co/image/ab67616d0000b273041caea9cfdff88bf42989d2
Groovin',The Young Rascals,r-n-b,0,2021-03-19,https://open.spotify.com/track/1cA2KbD4lx93Bv9yjgiMs7,1cA2KbD4lx93Bv9yjgiMs7,https://i.scdn.co/image/ab67616d0000b2739b303c4cb692a81a5918b913
Bat You'll Fly - Remastered 2023,Animal Collective,r-n-b,14,2023-05-12,https://open.spotify.com/track/3Bnt1dZlT3zFCmzclXQtxW,3Bnt1dZlT3zFCmzclXQtxW,https://i.scdn.co/image/ab67616d0000b273c2d320310aca1a2780a5a225
Excel To Great Heights (Remix),Christopher Williams,r-n-b,0,2022-09-03,https://open.spotify.com/track/3tctuG7DmueoxAQFH5XlUp,3tctuG7DmueoxAQFH5XlUp,https://i.scdn.co/image/ab67616d0000b2730859f57ae40d255cfa3ccd01
